30
56.97 65.03 79.23 49.14 63.54 69.78 50.45 75.73 42.01 45.04 38.64 43.41 12.38 8.96 5.02 8.86 0.00 36.99 56.19 74.19 74.46 93.83 85.41 88.13 70.97 71.00 72.62 74.83 62.10 57.17
51.43 65.18 63.93 62.80 31.59 47.57 57.89 57.99 58.79 54.17 49.45 55.95 25.63 28.44 32.04 37.81 36.99 0.00 28.49 37.44 39.19 74.74 48.48 51.14 34.24 40.72 35.64 38.26 98.24 85.41
34.47 49.04 37.78 57.55 9.89 19.62 49.21 31.14 57.03 48.02 46.43 51.82 48.40 49.89 51.42 52.59 56.19 28.49 0.00 30.60 24.22 46.71 45.55 45.40 28.27 14.90 34.69 41.12 110.37 110.81
64.93 79.35 62.61 87.51 21.62 43.58 79.58 55.59 86.14 77.96 75.58 81.41 63.07 65.83 69.18 73.78 74.19 37.44 30.60 0.00 10.35 65.59 14.95 15.26 3.23 26.19 7.31 13.96 134.21 120.90
57.35 71.42 52.82 81.76 14.36 34.09 73.27 45.85 81.18 72.23 70.58 76.03 64.27 66.67 69.45 72.81 74.46 39.19 24.22 10.35 0.00 55.27 23.64 22.18 10.58 16.39 17.45 24.28 132.51 124.41
40.68 44.49 15.78 67.63 48.40 27.19 58.15 18.11 72.29 61.43 64.92 66.11 89.90 90.25 90.01 87.21 93.83 74.74 46.71 65.59 55.27 0.00 77.78 74.85 65.21 40.23 72.46 79.42 133.17 150.97
79.87 94.25 76.41 102.23 36.49 57.73 94.44 69.46 100.60 92.69 90.09 96.03 73.64 76.70 80.50 86.03 85.41 48.48 45.55 14.95 23.64 77.78 0.00 4.93 17.46 40.03 12.97 11.72 146.59 127.91
79.33 93.52 74.37 102.65 35.92 56.06 94.57 67.50 101.38 93.10 90.81 96.61 76.56 79.53 83.17 88.31 88.13 51.14 45.40 15.26 22.18 74.85 4.93 0.00 18.25 38.33 15.60 16.04 148.86 131.89
62.71 77.21 61.47 84.79 19.74 42.30 76.99 54.44 83.27 75.25 72.73 78.62 59.86 62.62 65.96 70.56 70.97 34.24 28.27 3.23 10.58 65.21 17.46 18.25 0.00 25.30 7.30 14.30 131.01 117.92
42.66 56.13 36.47 69.03 9.40 17.73 59.94 29.48 69.57 59.73 59.15 63.93 62.77 64.45 66.19 67.48 71.00 40.72 14.90 26.19 16.39 40.23 40.03 38.33 25.30 0.00 32.60 39.60 124.81 124.97
69.14 83.73 68.73 90.14 26.73 49.53 82.70 61.69 88.19 80.65 77.75 83.81 60.98 63.97 67.68 73.07 72.62 35.64 34.69 7.31 17.45 72.46 12.97 15.60 7.30 32.60 0.00 7.00 133.64 116.83
75.45 90.09 75.69 95.52 33.56 56.48 88.40 68.66 93.19 86.09 82.88 89.06 62.83 66.00 70.00 76.06 74.83 38.26 41.12 13.96 24.28 79.42 11.72 16.04 14.30 39.60 7.00 0.00 136.48 116.21
92.78 90.50 117.44 66.15 119.53 116.92 75.17 117.33 60.89 71.76 68.92 67.06 74.46 71.06 66.70 60.57 62.10 98.24 110.37 134.21 132.51 133.17 146.59 148.86 131.01 124.81 133.64 136.48 0.00 65.62
113.61 119.83 136.39 99.46 116.41 126.33 103.90 132.86 91.84 98.56 92.55 95.56 62.44 61.33 61.01 64.44 57.17 85.41 110.81 120.90 124.41 150.97 127.91 131.89 117.92 124.97 116.83 116.21 65.62 0.00

