30
197.58 171.87 97.15 101.74 109.78 124.14 31.04 45.23 82.18 60.65 6.72 0.00 169.20 155.30 181.51 160.91 131.27 96.12 113.12 79.44 76.18 117.59 113.44 18.70 4.73 97.10 124.86 114.81 102.24 115.05
60.90 82.23 106.96 97.37 101.14 46.22 154.27 150.62 115.68 113.13 167.68 169.20 0.00 68.39 15.70 66.99 42.05 104.65 59.89 89.90 93.11 58.29 61.30 153.10 164.80 72.42 52.90 56.52 69.15 55.42
47.24 20.19 63.63 55.83 52.06 73.85 153.20 155.89 136.79 117.41 156.57 155.30 68.39 0.00 65.66 5.85 79.60 132.42 85.44 86.28 89.20 48.29 51.92 144.76 151.99 81.50 89.62 80.42 63.97 59.70
48.15 76.18 112.77 103.16 105.42 60.42 168.01 164.97 130.95 126.92 180.35 181.51 15.70 65.66 0.00 62.98 57.20 120.18 74.56 102.08 105.36 66.97 70.52 165.97 177.21 85.62 68.33 70.86 79.94 66.59
41.57 17.38 69.48 61.67 57.87 76.18 158.38 160.81 140.73 122.13 162.11 160.91 66.99 5.85 62.98 0.00 81.37 135.88 88.32 91.06 94.04 52.29 56.08 150.17 157.57 85.43 91.76 83.27 68.34 63.20
94.11 98.74 89.36 80.88 88.55 9.65 113.62 109.07 73.75 72.71 129.00 131.27 42.05 79.60 57.20 81.37 0.00 63.42 18.53 54.52 57.29 41.22 41.25 114.14 126.69 35.05 11.76 16.52 41.23 30.08
156.30 152.61 110.96 106.70 117.32 63.26 68.44 58.01 14.99 41.38 91.21 96.12 104.65 132.42 120.18 135.88 63.42 0.00 48.97 57.45 56.75 84.45 81.29 77.51 91.52 51.85 51.92 53.89 70.82 72.73
107.44 105.45 81.20 73.83 82.95 14.63 95.10 90.78 57.34 54.19 110.67 113.12 59.89 85.44 74.56 88.32 18.53 48.97 0.00 38.44 40.81 39.79 37.91 95.79 108.50 19.09 12.99 5.06 32.28 27.02
122.26 105.72 53.51 49.60 60.35 46.13 68.83 69.85 55.63 31.15 78.36 79.44 89.90 86.28 102.08 91.06 54.52 57.45 38.44 0.00 3.34 40.75 36.51 64.24 75.14 19.59 51.42 38.30 24.13 35.82
125.52 108.55 54.38 51.00 61.78 49.06 65.57 66.79 54.10 28.37 75.05 76.18 93.11 89.20 105.36 94.04 57.29 56.75 40.81 3.34 0.00 44.00 39.75 60.90 71.85 22.25 53.74 40.95 27.42 39.15
81.53 68.45 50.40 41.19 47.74 32.39 109.56 110.27 88.51 71.03 117.41 117.59 58.29 48.29 66.97 52.29 41.22 84.45 39.79 40.75 44.00 0.00 4.26 103.95 113.61 33.21 47.66 35.14 16.73 12.78
85.79 72.01 48.89 39.96 47.30 32.02 105.31 106.08 84.91 66.87 113.21 113.44 61.30 51.92 70.52 56.08 41.25 81.29 37.91 36.51 39.75 4.26 0.00 99.72 109.44 29.71 46.72 33.51 12.55 11.47
185.05 162.39 90.80 93.80 102.93 107.46 16.86 30.41 63.76 42.43 14.94 18.70 153.10 144.76 165.97 150.17 114.14 77.51 95.79 64.24 60.90 103.95 99.72 0.00 14.03 80.70 107.17 97.81 87.91 100.05
193.88 168.80 94.67 98.91 107.22 119.63 27.33 41.58 77.66 55.93 5.55 4.73 164.80 151.99 177.21 157.57 126.69 91.52 108.50 75.14 71.85 113.61 109.44 14.03 0.00 92.62 120.20 110.25 98.12 110.82
111.38 101.65 64.76 58.42 68.37 27.11 82.51 80.63 55.30 41.64 95.33 97.10 72.42 81.50 85.62 85.43 35.05 51.85 19.09 19.59 22.25 33.21 29.71 80.70 92.62 0.00 32.07 18.72 19.05 23.09
105.84 109.12 92.62 84.79 93.36 15.94 105.29 99.77 62.84 65.01 122.11 124.86 52.90 89.62 68.33 91.76 11.76 51.92 12.99 51.42 53.74 47.66 46.72 107.17 120.20 32.07 0.00 14.60 43.50 35.26
102.67 100.41 78.13 70.45 79.28 10.45 97.90 94.16 61.86 56.80 112.63 114.81 56.52 80.42 70.86 83.27 16.52 53.89 5.06 38.30 40.95 35.14 33.51 97.81 110.25 18.72 14.60 0.00 29.00 22.37
98.15 83.92 49.13 41.55 50.77 31.59 92.96 93.54 73.32 54.32 101.68 102.24 69.15 63.97 79.94 68.34 41.23 70.82 32.28 24.13 27.42 16.73 12.55 87.91 98.12 19.05 43.50 29.00 0.00 13.78
88.44 79.89 59.39 50.80 58.59 20.68 103.83 103.06 77.86 63.75 114.15 115.05 55.42 59.70 66.59 63.20 30.08 72.73 27.02 35.82 39.15 12.78 11.47 100.05 110.82 23.09 35.26 22.37 13.78 0.00

